"timestamp_utc","role","pid","cpu_percent_total_machine","working_set_mb","private_memory_mb","thread_count"
"2026-08-17T03:24:23.8330259Z","k6","26204","0","33.395","60.789","12"
"2026-08-17T03:24:24.8744775Z","backend","15848","0","53.973","61.598","12"
"2026-08-17T03:24:24.8744775Z","k6","26204","0.125","33.395","60.789","12"
"2026-08-17T03:24:25.9125648Z","backend","15848","0","53.973","61.598","12"
"2026-08-17T03:24:25.9125648Z","k6","26204","0","33.395","60.789","12"
"2026-08-17T03:24:26.9405627Z","backend","15848","0","53.973","61.598","12"
"2026-08-17T03:24:26.9405627Z","k6","26204","0","33.395","60.789","12"
"2026-08-17T03:24:27.9606715Z","backend","15848","0","53.973","61.598","12"
"2026-08-17T03:24:27.9606715Z","k6","26204","0","33.395","60.789","12"
"2026-08-17T03:24:28.9886395Z","backend","15848","0","53.973","61.598","12"
"2026-08-17T03:24:28.9886395Z","k6","26204","0","33.395","60.789","12"
"2026-08-17T03:24:30.0164528Z","backend","15848","0","53.973","61.598","12"
"2026-08-17T03:24:30.0164528Z","k6","26204","0","33.395","60.789","12"
"2026-08-17T03:24:31.0465310Z","backend","15848","0","53.973","61.598","12"
"2026-08-17T03:24:31.0465310Z","k6","26204","0","33.395","60.789","12"
"2026-08-17T03:24:32.0754168Z","backend","15848","0","53.973","61.598","12"
"2026-08-17T03:24:32.0754168Z","k6","26204","0","33.395","60.789","12"
